CSV,package,date,diff_commits,same_lines,right_files,added_lines,different_files,different_lines,same_files,removed_lines,common_files,common_lines,right_lines,left_files,normal_effort,diff_files,equal_lines,left_lines
CSV,acl:2.2.48-1,20090825T110258Z,81,5988,34,2314,117,3494,59,1993,59,13858,890,30,54,85,7870,1791
CSV,bash:3.2-4,20080513T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.3-11,20141007T221402Z,17,92090,86,148083,545,140745,641,105477,641,585096,27930,2,6,501,493006,1
CSV,bash:4.4~rc1-1,20160314T033346Z,0,761109,0,0,0,0,1228,0,1228,761109,0,0,1,0,0,0
CSV,git:1:2.0~next.20131230-1,20140104T040354Z,9045,146280,336,143765,1333,178249,1422,82016,1422,565873,114219,75,2699,1128,419593,16498
CSV,git:1:2.5.0+next.20150727-1,20150728T222424Z,4054,223576,161,102589,982,104200,1895,64412,1895,687084,36507,53,1166,875,463508,4893
CSV,openssl:1.0.1t-1+deb8u5,20160923T202119Z,5196,4433,435,95777,1782,243217,163,117832,163,385742,98716,594,2203,1268,381309,174110
CSV,openssl:1.0.2d-2,20150908T213435Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,acl:2.2.45-1,20070916T000000Z,142,646,42,3627,161,5441,9,3054,9,10970,1900,35,89,123,10324,2301
CSV,bash:3.2-5,20090301T220322Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.3-10,20140930T222649Z,20,91640,86,148179,546,140801,640,105493,640,585000,27930,2,8,502,493360,1
CSV,git:1:1.8.5~rc3-1,20131122T035106Z,9208,139990,344,147611,1365,181450,1391,83881,1391,561511,114735,84,2749,1151,421521,16673
CSV,git:1:2.1.4-2.1+deb8u2,20160319T151142Z,5713,169081,246,137776,1203,147166,1632,80121,1632,617857,70073,56,1604,1052,448776,6363
CSV,openssl:1.0.1t-1+deb8u4,20160922T165618Z,5196,4433,435,95777,1782,243217,163,117832,163,385742,98716,594,2203,1268,381309,174110
CSV,openssl:1.0.2d-3,20151101T213643Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,bash:3.2-6,20090801T192339Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.2-1~exp1,20110911T211512Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.3-13,20150727T034022Z,8,92091,85,147993,544,140705,642,105488,642,585187,27929,1,4,501,493096,1
CSV,bluez:4.34-0exp1,20090503T154338Z,17544,1594,211,29086,220,75657,13,10849,13,34070,95691,76,5672,77,32476,15688
CSV,git:1:1.7.0.5-2~dbg0,20100423T161332Z,22994,27343,643,158114,1568,210407,475,69931,475,268170,132903,279,7232,1107,240827,59867
CSV,git:1:2.1.4-2.1+deb8u1,20160105T205136Z,5713,169081,246,137776,1203,147166,1632,80121,1632,617857,70073,56,1604,1052,448776,6363
CSV,openssl:1.0.2i-1,20160922T223930Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,acl:2.2.32-1,20051012T000000Z,177,646,45,2840,160,5481,9,2289,9,10691,2966,35,114,120,10045,2867
CSV,bash:4.3-12,20150128T222235Z,14,92090,86,148032,545,140731,641,105499,641,585147,27930,2,5,501,493057,1
CSV,git:1:1.7.7.3-1,20111116T221300Z,17434,54951,650,143505,1639,250829,835,78434,835,385839,267981,110,5332,1259,330888,11738
CSV,git:1:1.7.9.5-1,20120328T215857Z,16185,61508,575,141085,1581,244950,952,77369,952,403525,258316,103,4920,1242,342017,13130
CSV,git:1:2.0~next.20140318-1,20140320T042639Z,8386,151809,298,146872,1318,165444,1455,85721,1455,588562,90009,63,2470,1138,436753,8286
CSV,git:1:2.6.3+next.20151204-1,20151209T105533Z,2867,251443,108,82998,883,83008,2024,48720,2024,718944,29724,50,801,804,467501,4575
CSV,openssl:1.0.2d-1,20150709T214436Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,acl:2.2.26-1,20050312T000000Z,187,646,47,3103,159,5750,9,1666,9,10010,3384,36,123,118,9364,3347
CSV,bash:4.3-15,20160623T222133Z,1,92091,85,147953,543,140683,642,105485,642,585227,27929,0,2,501,493136,0
CSV,git:1:1.7.9-1,20120130T213156Z,16720,60977,582,142670,1587,246290,943,78120,943,401528,258728,104,5096,1244,340551,13063
CSV,git:1:2.1.0~rc1-1,20140806T043619Z,7137,167144,262,133789,1218,150836,1609,77156,1609,607549,84368,56,2110,1059,440405,6360
CSV,git:1:2.7.0~rc3-1,20160105T041901Z,2533,255123,106,81352,881,74622,2027,47482,2027,734426,15888,50,714,803,479303,4522
CSV,git:4.3.20-11,20070517T000000Z,41591,1151,1296,80326,979,215466,13,21370,13,22759,298651,142,14822,260,21608,30586
CSV,openssl:1.0.1j-1,20141016T091205Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,openssl:1.0.1t-1+deb8u1,20160519T044723Z,5196,4433,435,95777,1782,243217,163,117832,163,385742,98716,594,2203,1268,381309,174110
CSV,bash:2.01.1-4,20090802T004153Z,113,1622,595,168737,721,211859,38,54406,38,87222,185217,109,42,369,85600,15359
CSV,bash:3.2-1,20080211T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.3-14,20150901T034109Z,5,92091,85,147974,543,140695,642,105488,642,585206,27929,0,3,501,493115,0
CSV,bluez:4.63-1,20100427T160839Z,16814,2145,180,29453,229,73622,20,11559,20,41949,83093,93,5366,93,39804,23139
CSV,git:1:1.7.9~rc0-1,20120109T152825Z,16813,60806,586,142893,1589,246595,939,78230,939,401029,259004,104,5129,1244,340223,13063
CSV,git:1:1.8.3.2-1,20130702T094107Z,10648,113224,402,159481,1437,200097,1259,85333,1259,517976,138432,96,3217,1188,404752,16949
CSV,git:1:2.0~next.20140214-2,20140226T100705Z,8609,149135,303,148242,1327,166809,1444,86332,1444,586502,90699,64,2552,1144,437367,8345
CSV,git:1:2.0~next.20140415-1,20140417T044142Z,8202,155109,302,145736,1301,164252,1509,84719,1509,590278,89692,63,2415,1119,435169,8357
CSV,git:1:2.5.0+next.20150803-1,20150811T033940Z,4137,222033,163,102550,988,106272,1888,64221,1888,683725,39905,54,1175,880,461692,5868
CSV,git:1:1.7.7.1-1,20111025T225936Z,17547,54715,657,143931,1641,251352,829,78689,829,385047,268347,110,5365,1258,330332,11738
CSV,git:4.3.20-10,20060822T000000Z,41591,1151,1296,80326,979,215466,13,21370,13,22759,298651,142,14822,260,21608,30586
CSV,bash:3.1dfsg-9,20080210T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:3.2-2,20080421T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.63-2,20100506T040015Z,16814,2145,180,29453,229,73622,20,11559,20,41949,83093,93,5366,93,39804,23139
CSV,bluez:4.82-1,20101228T084417Z,15692,2145,165,36456,252,75665,20,13892,20,50598,74899,98,4907,121,48453,26084
CSV,git:1:1.7.7~rc1-1,20110915T150810Z,17679,54249,663,144427,1642,251796,826,78745,826,383864,268660,112,5409,1255,329615,11761
CSV,git:1:1.8.5.1-1~bpo70+1,20131215T155114Z,9132,140012,342,147599,1364,181236,1393,83488,1393,561545,114713,84,2734,1151,421533,16673
CSV,git:1:2.0~next.20140214-1,20140218T221200Z,8609,149135,303,148242,1327,166809,1444,86332,1444,586502,90699,64,2552,1144,437367,8345
CSV,openssl:1.0.2f-2,20160128T214152Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,openssl:1.1.0-1,20160825T221820Z,178,648020,25,4173,158,5548,6580,2164,6580,769164,4614,2,79,145,121144,146
CSV,openssl:1.0.1t-1+deb8u3,20160906T042603Z,5196,4433,435,95777,1782,243217,163,117832,163,385742,98716,594,2203,1268,381309,174110
CSV,bash:3.1dfsg-8,20061212T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:3.2-3,20080512T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,git:1:1.7.5.4-1~s390x,20110730T193350Z,18562,50623,701,154788,1638,262258,780,81775,780,363792,276333,109,5672,1233,313169,11620
CSV,git:1:2.0~next.20140127-1,20140129T040620Z,8833,147452,329,142549,1328,175652,1431,82719,1431,571955,109353,75,2635,1126,424503,16684
CSV,git:1:2.5.3-1,20150919T033125Z,3733,221502,165,104471,994,109609,1881,65294,1881,678385,43257,54,1071,885,456883,6196
CSV,git:4.3.20-12,20070828T000000Z,41591,1151,1296,80326,979,215466,13,21370,13,22759,298651,142,14822,260,21608,30586
CSV,openssl:1.0.1t-1+deb8u2,20160519T044723Z,5196,4433,435,95777,1782,243217,163,117832,163,385742,98716,594,2203,1268,381309,174110
CSV,openssl:1.0.2h-1,20160503T215657Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,acl:2.2.47-1.1,20080424T000000Z,134,646,40,3624,162,5313,9,3072,9,11244,1629,35,81,125,10598,2301
CSV,bash:3.1dfsg-7,20061023T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.99-3,20130605T100459Z,14083,3763,217,51770,321,105318,25,15260,25,63379,113928,111,4284,157,59616,29679
CSV,bluez:5.21-1,20140714T044034Z,3913,26555,142,60091,597,79852,223,17764,223,326285,64392,29,1392,512,299730,17457
CSV,git:1:1.8.4~rc3-1,20130818T154633Z,9786,128606,371,159361,1399,191456,1335,87555,1335,545667,118809,89,2955,1169,417061,17187
CSV,git:1:2.6.2+next.20151022-1,20151024T034534Z,3163,247337,116,85857,905,87284,1996,54420,1996,710852,29770,50,916,822,463515,4522
CSV,openssl:1.0.1h-3,20140615T042239Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,bash:3.1dfsg-6,20061014T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.2-5.1,20121217T041157Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.42-2~bpo50+1,20091022T084738Z,17268,1594,210,28569,221,75472,13,10556,13,34717,95561,77,5553,78,33123,16259
CSV,bluez:4.56-1,20091013T164619Z,16934,1603,180,30314,233,73915,14,11806,14,41088,83093,88,5435,99,39485,22618
CSV,bluez:4.99-2,20120325T033655Z,14083,3763,217,51770,321,105318,25,15260,25,63379,113928,111,4284,157,59616,29679
CSV,git:1:1.7.10.4-2,20121101T212641Z,15210,63260,552,195275,1579,242527,983,84502,983,423174,185706,96,4586,1255,359914,19571
CSV,git:1:1.9~rc1-1,20140128T040055Z,8831,147452,329,142548,1328,175651,1431,82718,1431,571956,109353,75,2633,1126,424504,16684
CSV,git:1:2.0.0-1,20140529T045915Z,7718,157774,300,142479,1276,159374,1533,80316,1533,593571,89656,58,2260,1097,435797,6298
CSV,git:1:2.1.1+next.20140919-1,20140923T101236Z,6777,170694,254,135165,1200,145131,1631,78914,1631,620885,69656,57,1986,1045,450191,6528
CSV,git:1:2.1.4+next.20141218-1,20141220T040525Z,5985,176662,217,124714,1150,134692,1698,73733,1698,636281,64711,53,1706,1015,459619,6227
CSV,git:1:2.5.1-1,20150829T040550Z,3901,220263,171,105104,1002,110113,1871,65465,1871,677595,43414,55,1127,889,457332,6244
CSV,openssl:1.0.1h-2,20140609T162725Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,openssl:1.0.2j-1,20160926T221538Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,acl:2.2.51-1,20110624T032043Z,61,6905,27,2054,114,3222,65,1874,65,14260,748,30,42,86,7355,1768
CSV,bluez:4.56-2,20091014T042844Z,16934,1603,180,30314,233,73915,14,11806,14,41088,83093,88,5435,99,39485,22618
CSV,bluez:4.99-1,20120308T093550Z,14083,3763,217,51770,321,105318,25,15260,25,63379,113928,111,4284,157,59616,29679
CSV,bluez:5.21-3,20140821T040537Z,3913,26555,142,60091,597,79852,223,17764,223,326285,64392,29,1392,512,299730,17457
CSV,docker-compose:1.5.1-1,20151114T213542Z,987,1355,72,11275,146,10651,83,3993,83,13229,4479,22,504,99,11874,1555
CSV,git:1:1.7.10.4-1,20120608T163836Z,15210,63260,552,195275,1579,242527,983,84502,983,423174,185706,96,4586,1255,359914,19571
CSV,git:1:1.7.5.4-1,20110610T152859Z,18562,50623,701,154788,1638,262258,780,81775,780,363792,276333,109,5672,1233,313169,11620
CSV,git:1:2.0.0-2,20140618T044236Z,7718,157774,300,142479,1276,159374,1533,80316,1533,593571,89656,58,2260,1097,435797,6298
CSV,git:1:2.1.4+next.20141218-2,20141220T100804Z,5985,176662,217,124714,1150,134692,1698,73733,1698,636281,64711,53,1706,1015,459619,6227
CSV,openssl:1.0.1h-1,20140605T222216Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,openssl:1.0.1k-3+alpha,20150412T073015Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,bash:4.4~rc2-1,20160829T161153Z,0,761109,0,0,0,0,1228,0,1228,761109,0,0,1,0,0,0
CSV,bluez:5.21-2,20140728T222010Z,3913,26555,142,60091,597,79852,223,17764,223,326285,64392,29,1392,512,299730,17457
CSV,bash:3.0-15,20050526T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.2+dfsg-0.1+deb7u1,20140924T140346Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.98-2,20120202T040408Z,14356,3614,166,34548,279,84458,24,14526,24,58720,91517,108,4368,142,55106,28326
CSV,git:1:1.8.3~rc0-1,20130429T152306Z,11039,111962,409,160701,1440,200862,1252,85221,1252,516214,138974,95,3329,1188,404252,16829
CSV,git:1:2.0.0~rc0+next.20140421-1,20140422T231102Z,8152,157185,302,145450,1283,164043,1527,84561,1527,590564,89692,63,2402,1101,433379,8383
CSV,git:1:2.0.0~rc4+next.20140520-1,20140521T222743Z,7789,163439,290,139463,1242,156641,1570,78991,1570,597723,88520,55,2280,1070,434284,6308
CSV,openssl:1.0.1i-2,20140812T043630Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,bash:3.0-14,20050312T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.1-1,20100102T154637Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.98-3,20120225T152653Z,14356,3614,166,34548,279,84458,24,14526,24,58720,91517,108,4368,142,55106,28326
CSV,bluez:5.23-2,20141205T041258Z,3303,29463,111,65987,602,66477,232,18517,232,346370,38411,25,1205,534,316907,10039
CSV,git:1:1.8.4.1-1,20131022T035124Z,9651,129092,368,158702,1399,190612,1336,86728,1336,546520,118615,88,2896,1171,417428,17180
CSV,git:1:2.7.0~rc3+next.20151228-1,20160105T041901Z,2632,255433,107,77563,880,78474,2027,45274,2027,724513,29590,50,743,802,469080,4522
CSV,bash:3.0-17,20051014T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.1-2,20100312T094243Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.2+dfsg-0.1+deb7u3,20140925T211441Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:5.23-1,20140916T041024Z,3303,29463,111,65987,602,66477,232,18517,232,346370,38411,25,1205,534,316907,10039
CSV,git:1:1.8.4~rc1-1,20130802T154942Z,10257,128394,373,152245,1402,193304,1332,83553,1332,538140,133452,91,3110,1170,409746,17358
CSV,git:1:1.9.1-1,20140319T041544Z,8241,148751,319,148934,1321,169275,1439,86776,1439,580460,94463,68,2427,1128,431709,8377
CSV,bash:3.0-16,20050906T000000Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.1-3,20100410T164250Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.2+dfsg-0.1+deb7u2,20140925T211441Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bash:4.4~rc1+b2-1,20160725T220531Z,0,761109,0,0,0,0,1228,0,1228,761109,0,0,1,0,0,0
CSV,bluez:4.98-1,20120124T033505Z,14356,3614,166,34548,279,84458,24,14526,24,58720,91517,108,4368,142,55106,28326
CSV,git:1:1.8.4~rc4-1,20130820T154317Z,9698,128606,371,159490,1399,191496,1335,87506,1335,545538,118809,89,2921,1169,416932,17187
CSV,openssl:1.0.1i-1,20140807T042858Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,bluez:4.97-1,20120114T033924Z,14414,3614,166,35023,279,84851,24,14836,24,58245,91517,109,4390,142,54631,28326
CSV,git:1:1.7.10-1,20120411T153243Z,15857,62675,562,185749,1583,242334,973,83034,973,418481,199925,95,4788,1255,355806,15960
CSV,git:1:1.7.1~rc1-1,20100412T043933Z,22236,31743,640,177438,1610,211425,495,90100,495,297815,137181,194,6956,1193,266072,18131
CSV,git:1:1.7.4.1-3,20110310T163815Z,20135,45662,717,162795,1648,192337,705,85377,705,349732,125183,107,6171,1236,304070,11319
CSV,git:1:1.7.5-1,20110428T215532Z,19240,48259,712,156287,1647,263907,765,82474,765,361192,277434,109,5878,1237,312933,11619
CSV,git:1:1.8.5.3-1~bpo70+1,20140130T220837Z,8988,142112,340,147061,1358,180762,1400,83125,1400,562130,114666,84,2679,1146,420018,16673
CSV,git:1:2.1.4-2.1,20150203T041059Z,5743,169081,246,137782,1203,147169,1632,80121,1632,617851,70073,56,1617,1052,448770,6363
CSV,git:1:2.6.3-1,20151209T105533Z,3125,234382,126,89986,925,93064,1968,58057,1968,702619,33575,50,895,837,468237,4511
CSV,openssl:1.0.1f-1,20140106T220635Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,bash:2.05a-11,20050312T000000Z,107,4948,461,135058,798,187907,111,51188,111,157598,175438,80,36,528,152650,14130
CSV,docker-compose:1.5.2-1,20151211T095017Z,924,1416,66,10855,147,9538,85,3481,85,14705,3423,22,472,103,13289,1318
CSV,git:1:1.7.10-1~bpo60+1,20120513T022826Z,15857,62675,562,185749,1583,242334,973,83034,973,418481,199925,95,4788,1255,355806,15960
CSV,git:1:1.7.2.3-2.2~bpo50+1,20110211T174306Z,21470,32371,606,172847,1624,206164,508,90662,508,309233,131316,200,6647,1221,276862,17504
CSV,git:1:2.0~next.20131213-1,20131217T035229Z,9045,146280,336,143765,1333,178249,1422,82016,1422,565873,114219,75,2699,1128,419593,16498
CSV,git:4.3.20-7,20090802T004153Z,41591,1151,1296,80326,979,215466,13,21370,13,22759,298651,142,14822,260,21608,30586
CSV,openssl:1.0.1k-1,20150109T040630Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,bash:2.01.1-4.1,20090802T004153Z,113,1622,595,168737,721,211859,38,54406,38,87222,185217,109,42,369,85600,15359
CSV,git:1:1.7.0.5-1,20100421T220203Z,22994,27343,643,158114,1568,210407,475,69931,475,268170,132903,279,7232,1107,240827,59867
CSV,git:1:1.7.4.1-1,20110217T154648Z,20135,45662,717,162795,1648,192337,705,85377,705,349732,125183,107,6171,1236,304070,11319
CSV,git:1:1.8.3~rc2-1,20130515T153759Z,10385,112669,407,159839,1437,200702,1256,85799,1256,517244,138806,95,3148,1186,404575,16961
CSV,git:1:2.7.0-1,20160120T225934Z,2533,255123,106,81352,881,74622,2027,47482,2027,734426,15888,50,714,803,479303,4522
CSV,openssl:1.0.1k-2,20150320T212635Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,git:1:1.8.1.2-1,20130204T212617Z,12801,97209,456,177866,1498,216699,1169,90179,1169,490239,147234,100,3878,1220,393030,18119
CSV,git:1:1.8.5-1,20131201T040033Z,9059,139990,344,147587,1365,181438,1391,83881,1391,561535,114735,84,2704,1151,421545,16673
CSV,openssl:1.0.1k-3,20150325T033018Z,7041,1391,507,253074,1812,412081,73,249387,73,171520,136158,721,3172,1198,170129,185544
CSV,acl:2.2.35-1,20060228T000000Z,163,646,45,2827,160,5239,9,2262,9,10704,2966,35,104,120,10058,2424
CSV,bluez:4.40-1,20090522T154656Z,17318,1594,210,28637,221,75559,13,10577,13,34649,95561,77,5590,78,33055,16344
CSV,bluez:4.66-1,20100622T102553Z,16720,2145,178,28891,229,73123,20,11372,20,42915,82689,91,5321,95,40770,23294
CSV,bluez:5.36-1,20151107T095539Z,464,237223,20,12134,196,12797,687,5893,687,435883,4855,8,234,182,198660,2712
CSV,docker-compose:1.2.0-1,20150602T222415Z,1943,248,112,8528,135,10436,19,2759,19,3489,7047,23,952,68,3241,2538
CSV,git:1:1.8.5~rc2-1,20131122T035106Z,9295,139372,345,147735,1366,181565,1389,83978,1389,561377,114745,84,2779,1152,422005,16673
CSV,git:1:2.0.0~rc0-1,20140422T231102Z,8188,155109,302,145712,1301,164263,1509,84740,1509,590302,89692,63,2410,1119,435193,8383
CSV,git:1:2.1.4-1,20141220T040525Z,5743,169081,246,137782,1203,147169,1632,80121,1632,617851,70073,56,1617,1052,448770,6363
CSV,git:1:2.4.3+next.20150611-1,20150616T042321Z,4558,216819,181,107804,1014,112774,1854,66493,1854,673439,44870,56,1294,896,456620,6382
CSV,git:1:1.7.1-1~bpo50+1,20100619T210107Z,22421,31812,639,177285,1611,211252,496,90068,496,298217,136932,197,7019,1193,266405,18220
CSV,git:4.3.19-2,20090802T004153Z,41591,1151,1296,80326,979,215466,13,21370,13,22759,298651,142,14822,260,21608,30586
CSV,git:4.3.20-2,20050312T000000Z,41591,1151,1296,80326,979,215466,13,21370,13,22759,298651,142,14822,260,21608,30586
CSV,openssl:1.0.2c-1,20150612T221834Z,5195,4433,435,95776,1782,243216,163,117831,163,385743,98716,594,2203,1268,381310,174110
CSV,acl:2.2.23-1,20050312T000000Z,194,527,48,3263,160,5962,8,1811,8,9731,3503,36,129,118,9204,3347
CSV,bash:4.1-3+deb6u1,20140924T220917Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.70-1,20100910T085151Z,16442,2145,175,32366,247,76044,20,13263,20,46701,81109,100,5206,110,44556,25350
CSV,bluez:5.21-1~exp0,20140708T042840Z,3913,26555,142,60091,597,79852,223,17764,223,326285,64392,29,1392,512,299730,17457
CSV,git:1:1.9.2-1,20140410T042655Z,8172,150995,316,148454,1307,168858,1455,86553,1455,581070,94333,68,2409,1115,430075,8377
CSV,git:1:2.0.0+next.20140528-1,20140530T041931Z,7735,163439,290,138883,1242,156321,1570,78928,1570,598303,88520,55,2265,1070,434864,6312
CSV,git:1:2.0~next.20131217-1,20131218T095700Z,9045,146280,336,143765,1333,178249,1422,82016,1422,565873,114219,75,2699,1128,419593,16498
CSV,git:1:2.0~next.20140107-1,20140110T220106Z,8676,146999,333,142445,1331,177536,1426,82110,1426,567532,113880,75,2579,1127,420533,16638
CSV,git:1:2.1.3+next.20141103-1,20141105T040910Z,6408,172610,232,132070,1180,140768,1662,77532,1662,627998,65638,57,1860,1036,455388,6297
CSV,git:1:1.7.5.3-1,20110527T220520Z,18873,49858,703,155231,1641,262803,776,82209,776,363134,276548,109,5777,1235,313276,11618
CSV,git:1:1.7.7-2,20111013T151903Z,17762,54655,660,144142,1641,251553,828,78701,828,384658,268525,110,5441,1256,330003,11738
CSV,git:1:1.7.7.3-1~bpo60+2,20111218T143845Z,17434,54951,650,143505,1639,250829,835,78434,835,385839,267981,110,5332,1259,330888,11738
CSV,git:1:1.7.8.3-1+alpha,20120113T023114Z,16842,57150,631,143233,1647,249455,852,78188,852,392653,263977,116,5142,1274,335503,13512
CSV,git:1:1.8.4~rc2-1,20130811T034547Z,10144,128604,372,151221,1399,192698,1334,83539,1334,539167,133449,89,3060,1169,410563,17187
CSV,git:4.3.17-1,20090802T004153Z,41591,1151,1296,80326,979,215466,13,21370,13,22759,298651,142,14822,260,21608,30586
CSV,bash:4.1-3+deb6u2,20140926T043003Z,6,92091,85,147978,543,140697,642,105488,642,585202,27929,0,3,501,493111,0
CSV,bluez:4.66-3,20101218T083823Z,16720,2145,178,28891,229,73123,20,11372,20,42915,82689,91,5321,95,40770,23294
CSV,bluez:5.19-1~exp0,20140624T222113Z,4539,24524,162,68459,594,85202,212,18185,212,313621,68688,20,1582,503,289097,15073
CSV,git:1:1.7.4.1-5,20110322T192200Z,20135,45662,717,162795,1648,192337,705,85377,705,349732,125183,107,6171,1236,304070,11319
CSV,git:1:1.7.7-1,20111011T152250Z,17762,54655,660,144142,1641,251553,828,78701,828,384658,268525,110,5441,1256,330003,11738
CSV,git:1:1.7.7.3-1~bpo60+1,20111207T174054Z,17434,54951,650,143505,1639,250829,835,78434,835,385839,267981,110,5332,1259,330888,11738
CSV,git:1:2.0~next.20140207-1,20140208T042311Z,8609,149135,303,148242,1327,166809,1444,86332,1444,586502,90699,64,2552,1144,437367,8345
CSV,git:1:2.6.1-1,20151006T033854Z,3454,229715,133,91826,963,94671,1927,58723,1927,700235,34119,52,970,871,470520,4675
CSV,bluez:4.40-2,20090526T034930Z,17318,1594,210,28637,221,75559,13,10577,13,34649,95561,77,5590,78,33055,16344
CSV,bluez:4.63-2~powerpcspe1,20100611T231044Z,16814,2145,180,29453,229,73622,20,11559,20,41949,83093,93,5366,93,39804,23139
CSV,bluez:4.66-2,20101104T211325Z,16720,2145,178,28891,229,73123,20,11372,20,42915,82689,91,5321,95,40770,23294
CSV,bluez:4.94-3+s390x,20110803T035540Z,15043,2347,154,35075,258,73804,21,14377,21,55881,70997,100,4628,131,53534,27159
CSV,git:1:2.0.0~rc0+next.20140422-1,20140423T222803Z,8152,157185,302,145450,1283,164043,1527,84561,1527,590564,89692,63,2402,1101,433379,8383
CSV,git:1:2.1.0~rc1+next.20140804-1,20140806T043619Z,7137,167144,262,133789,1218,150836,1609,77156,1609,607549,84368,56,2110,1059,440405,6360
CSV,git:1:2.1.4-2,20141220T100804Z,5743,169081,246,137782,1203,147169,1632,80121,1632,617851,70073,56,1617,1052,448770,6363
CSV,git:1:2.6.4-1,20151211T040840Z,3050,235554,123,89655,915,92771,1979,57885,1979,703034,33491,50,873,829,467480,4511
CSV,git:1:2.8.0~rc3-1,20160317T100542Z,1810,303259,91,70663,726,64677,2188,41358,2188,747523,13480,47,479,657,444264,3853
CSV,git:1:1.7.1-1.1~bpo50+1,20100730T204809Z,22421,31812,639,177285,1611,211252,496,90068,496,298217,136932,197,7019,1193,266405,18220
CSV,git:1:1.7.4.1-4,20110316T215302Z,20135,45662,717,162795,1648,192337,705,85377,705,349732,125183,107,6171,1236,304070,11319
CSV,git:1:1.7.6~rc1-1,20110610T152859Z,18824,52203,681,151484,1642,258256,792,80402,792,371432,273596,109,5759,1247,319229,11031
CSV,git:1:1.7.8~rc3-1,20111118T151858Z,17330,56229,639,144165,1653,250162,845,78381,845,391437,264293,117,5293,1275,335208,13485
